free=1, 3343668
free=1; ratings=(100.0, 1000.0]; reviews=(10.0, 50.0]; score=(-0.001, 1.0], 12
free=0; ratings=(1.0, 5.0]; reviews=(-0.001, 1.0]; score=(4.0, 5.0], 12
free=0; ratings=(100.0, 1000.0]; reviews=(-0.001, 1.0]; score=(3.0, 4.0], 11
free=0; ratings=(10000.0, inf]; reviews=(1000.0, 10000.0]; score=(2.0, 3.0], 11
free=1; ratings=(1000.0, 10000.0]; reviews=(5.0, 10.0]; score=(-0.001, 1.0], 10
free=0; ratings=(1000.0, 10000.0]; reviews=(5.0, 10.0]; score=(3.0, 4.0], 10
free=0; ratings=(1.0, 5.0]; reviews=(1.0, 5.0]; score=(1.0, 2.0], 10
free=0; ratings=(50.0, 100.0]; reviews=(1.0, 5.0]; score=(1.0, 2.0], 10
free=1; ratings=(1000.0, 10000.0]; reviews=(-0.001, 1.0]; score=(1.0, 2.0], 9
free=1; ratings=(10.0, 50.0]; reviews=(-0.001, 1.0]; score=(-0.001, 1.0], 9
free=1; ratings=(10000.0, inf]; reviews=(1.0, 5.0]; score=(1.0, 2.0], 8
free=0; ratings=(5.0, 10.0]; reviews=(1.0, 5.0]; score=(-0.001, 1.0], 8
free=0; ratings=(50.0, 100.0]; reviews=(5.0, 10.0]; score=(1.0, 2.0], 8
free=0; ratings=(1000.0, 10000.0]; reviews=(100.0, 1000.0]; score=(1.0, 2.0], 8
free=0; ratings=(10.0, 50.0]; reviews=(1.0, 5.0]; score=(-0.001, 1.0], 7
free=0; ratings=(1000.0, 10000.0]; reviews=(50.0, 100.0]; score=(2.0, 3.0], 7
free=0; ratings=(10.0, 50.0]; reviews=(5.0, 10.0]; score=(-0.001, 1.0], 7
free=0; ratings=(10000.0, inf]; reviews=(50.0, 100.0]; score=(4.0, 5.0], 7
free=0; ratings=(10000.0, inf]; reviews=(10.0, 50.0]; score=(4.0, 5.0], 7
free=1; ratings=(10000.0, inf]; reviews=(5.0, 10.0]; score=(1.0, 2.0], 7
free=1; ratings=(100.0, 1000.0]; reviews=(-0.001, 1.0]; score=(-0.001, 1.0], 7
free=0; ratings=(100.0, 1000.0]; reviews=(5.0, 10.0]; score=(1.0, 2.0], 6
free=0; ratings=(50.0, 100.0]; reviews=(50.0, 100.0]; score=(3.0, 4.0], 6
free=0; ratings=(1000.0, 10000.0]; reviews=(-0.001, 1.0]; score=(3.0, 4.0], 5
free=0; ratings=(1000.0, 10000.0]; reviews=(1000.0, 10000.0]; score=(2.0, 3.0], 5
free=0; ratings=(100.0, 1000.0]; reviews=(50.0, 100.0]; score=(1.0, 2.0], 5
free=0; ratings=(1000.0, 10000.0]; reviews=(-0.001, 1.0]; score=(4.0, 5.0], 5
free=0; ratings=(10000.0, inf]; reviews=(10000.0, inf]; score=(3.0, 4.0], 5
free=0; ratings=(1.0, 5.0]; reviews=(1.0, 5.0]; score=(-0.001, 1.0], 5
free=1; ratings=(10000.0, inf]; reviews=(-0.001, 1.0]; score=(2.0, 3.0], 5
free=0; ratings=(1.0, 5.0]; reviews=(-0.001, 1.0]; score=(3.0, 4.0], 5
free=1; ratings=(10000.0, inf]; reviews=(10000.0, inf]; score=(1.0, 2.0], 5
free=0; ratings=(100.0, 1000.0]; reviews=(100.0, 1000.0]; score=(1.0, 2.0], 4
free=1; ratings=(10000.0, inf]; reviews=(50.0, 100.0]; score=(1.0, 2.0], 4
free=1; ratings=(50.0, 100.0]; reviews=(-0.001, 1.0]; score=(-0.001, 1.0], 4
free=0; ratings=(50.0, 100.0]; reviews=(-0.001, 1.0]; score=(2.0, 3.0], 4
free=0; ratings=(5.0, 10.0]; reviews=(-0.001, 1.0]; score=(2.0, 3.0], 3
free=0; ratings=(1000.0, 10000.0]; reviews=(10.0, 50.0]; score=(2.0, 3.0], 3
free=1; ratings=(1000.0, 10000.0]; reviews=(10.0, 50.0]; score=(-0.001, 1.0], 3
free=0; ratings=(100.0, 1000.0]; reviews=(1.0, 5.0]; score=(-0.001, 1.0], 3
free=0; ratings=(50.0, 100.0]; reviews=(50.0, 100.0]; score=(4.0, 5.0], 3
free=1; ratings=(5.0, 10.0]; reviews=(-0.001, 1.0]; score=(-0.001, 1.0], 2
free=1; ratings=(1.0, 5.0]; reviews=(5.0, 10.0]; score=(-0.001, 1.0], 2
free=1; ratings=(10.0, 50.0]; reviews=(50.0, 100.0]; score=(4.0, 5.0], 2
free=1; ratings=(1000.0, 10000.0]; reviews=(-0.001, 1.0]; score=(-0.001, 1.0], 2
free=0; ratings=(50.0, 100.0]; reviews=(50.0, 100.0]; score=(2.0, 3.0], 2
free=0; ratings=(10000.0, inf]; reviews=(10000.0, inf]; score=(2.0, 3.0], 2
free=0; ratings=(100.0, 1000.0]; reviews=(1.0, 5.0]; score=(1.0, 2.0], 2
free=0; ratings=(10000.0, inf]; reviews=(5.0, 10.0]; score=(4.0, 5.0], 2
free=0; ratings=(1.0, 5.0]; reviews=(-0.001, 1.0]; score=(2.0, 3.0], 1
free=1; ratings=(10000.0, inf]; reviews=(-0.001, 1.0]; score=(1.0, 2.0], 1
free=0; ratings=(5.0, 10.0]; reviews=(5.0, 10.0]; score=(-0.001, 1.0], 1
free=1; ratings=(1.0, 5.0]; reviews=(5.0, 10.0]; score=(1.0, 2.0], 1
free=1; ratings=(5.0, 10.0]; reviews=(10.0, 50.0]; score=(1.0, 2.0], 1
free=1; ratings=(100.0, 1000.0]; reviews=(100.0, 1000.0]; score=(-0.001, 1.0], 1
free=1; ratings=(100.0, 1000.0]; reviews=(50.0, 100.0]; score=(-0.001, 1.0], 1
free=0; ratings=(10000.0, inf]; reviews=(10.0, 50.0]; score=(3.0, 4.0], 1
free=0; ratings=(10000.0, inf]; reviews=(5.0, 10.0]; score=(3.0, 4.0], 1
free=0; ratings=(10000.0, inf]; reviews=(-0.001, 1.0]; score=(4.0, 5.0], 1
free=1; ratings=(1.0, 5.0]; reviews=(-0.001, 1.0]; score=(1.0, 2.0], 1
free=0; ratings=(1000.0, 10000.0]; reviews=(-0.001, 1.0]; score=(2.0, 3.0], 1
free=0; ratings=(50.0, 100.0]; reviews=(1.0, 5.0]; score=(-0.001, 1.0], 1
free=0; ratings=(1000.0, 10000.0]; reviews=(1.0, 5.0]; score=(1.0, 2.0], 1
free=0; ratings=(1000.0, 10000.0]; reviews=(5.0, 10.0]; score=(2.0, 3.0], 1
free=0; ratings=(1000.0, 10000.0]; reviews=(1.0, 5.0]; score=(2.0, 3.0], 1
free=0; ratings=(10.0, 50.0]; reviews=(10.0, 50.0]; score=(-0.001, 1.0], 1
free=0; ratings=(50.0, 100.0]; reviews=(10.0, 50.0]; score=(-0.001, 1.0], 1
free=0; ratings=(50.0, 100.0]; reviews=(50.0, 100.0]; score=(1.0, 2.0], 1
price=(-0.001, 1.0]; ratings=(-0.001, 1.0], 2946082
price=(-0.001, 1.0]; ratings=(100.0, 1000.0], 154007
price=(-0.001, 1.0]; ratings=(1000.0, 10000.0], 91684
price=(-0.001, 1.0]; ratings=(10.0, 50.0], 73872
price=(-0.001, 1.0]; ratings=(50.0, 100.0], 43696
price=(-0.001, 1.0]; ratings=(10000.0, inf], 43165
price=(1.0, 5.0]; ratings=(-0.001, 1.0], 42982
price=(-0.001, 1.0]; ratings=(5.0, 10.0], 20928
price=(5.0, 10.0]; ratings=(-0.001, 1.0], 9141
price=(10.0, 50.0]; ratings=(-0.001, 1.0], 5164
price=(-0.001, 1.0]; ratings=(1.0, 5.0], 4895
price=(1.0, 5.0]; ratings=(100.0, 1000.0], 3811
price=(1.0, 5.0]; ratings=(10.0, 50.0], 3234
price=(1.0, 5.0]; ratings=(50.0, 100.0], 1680
price=(1.0, 5.0]; ratings=(1000.0, 10000.0], 1331
price=(100.0, inf]; ratings=(-0.001, 1.0], 820
price=(5.0, 10.0]; ratings=(100.0, 1000.0], 757
price=(50.0, 100.0]; ratings=(-0.001, 1.0], 675
price=(1.0, 5.0]; ratings=(5.0, 10.0], 536
price=(5.0, 10.0]; ratings=(10.0, 50.0], 473
price=(5.0, 10.0]; ratings=(1000.0, 10000.0], 355
price=(1.0, 5.0]; ratings=(10000.0, inf], 319
price=(10.0, 50.0]; ratings=(100.0, 1000.0], 301
price=(5.0, 10.0]; ratings=(50.0, 100.0], 269
price=(10.0, 50.0]; ratings=(10.0, 50.0], 203
price=(10.0, 50.0]; ratings=(1000.0, 10000.0], 123
price=(5.0, 10.0]; ratings=(10000.0, inf], 100
price=(5.0, 10.0]; ratings=(5.0, 10.0], 97
price=(10.0, 50.0]; ratings=(50.0, 100.0], 92
price=(1.0, 5.0]; ratings=(1.0, 5.0], 74
price=(10.0, 50.0]; ratings=(5.0, 10.0], 42
price=(10.0, 50.0]; ratings=(10000.0, inf], 31
price=(50.0, 100.0]; ratings=(10.0, 50.0], 25
price=(5.0, 10.0]; ratings=(1.0, 5.0], 17
price=(50.0, 100.0]; ratings=(100.0, 1000.0], 13
price=(10.0, 50.0]; ratings=(1.0, 5.0], 11
price=(100.0, inf]; ratings=(100.0, 1000.0], 11
price=(100.0, inf]; ratings=(1000.0, 10000.0], 10
price=(50.0, 100.0]; ratings=(50.0, 100.0], 8
price=(100.0, inf]; ratings=(10.0, 50.0], 6
price=(100.0, inf]; ratings=(5.0, 10.0], 6
price=(50.0, 100.0]; ratings=(1000.0, 10000.0], 5
price=(100.0, inf]; ratings=(50.0, 100.0], 5
price=(50.0, 100.0]; ratings=(5.0, 10.0], 4
price=(50.0, 100.0]; ratings=(1.0, 5.0], 1
price=(100.0, inf]; ratings=(1.0, 5.0], 1
price=(100.0, inf]; ratings=(10000.0, inf], 1
len screenshots=(-0.041, 4.0]; ratings=(-0.001, 1.0], 1125384
len screenshots=(4.0, 8.0]; ratings=(-0.001, 1.0], 1115091
len screenshots=(8.0, 12.0]; ratings=(-0.001, 1.0], 338516
len screenshots=(12.0, 16.0]; ratings=(-0.001, 1.0], 181898
len screenshots=(20.0, 24.0]; ratings=(-0.001, 1.0], 150854
len screenshots=(16.0, 20.0]; ratings=(-0.001, 1.0], 91413
len screenshots=(4.0, 8.0]; ratings=(100.0, 1000.0], 61430
len screenshots=(4.0, 8.0]; ratings=(1000.0, 10000.0], 34975
len screenshots=(-0.041, 4.0]; ratings=(100.0, 1000.0], 33566
len screenshots=(4.0, 8.0]; ratings=(10.0, 50.0], 28755
len screenshots=(-0.041, 4.0]; ratings=(10.0, 50.0], 23941
len screenshots=(8.0, 12.0]; ratings=(100.0, 1000.0], 22246
len screenshots=(12.0, 16.0]; ratings=(100.0, 1000.0], 18163
len screenshots=(4.0, 8.0]; ratings=(50.0, 100.0], 17740
len screenshots=(4.0, 8.0]; ratings=(10000.0, inf], 15418
len screenshots=(20.0, 24.0]; ratings=(100.0, 1000.0], 14894
len screenshots=(-0.041, 4.0]; ratings=(1000.0, 10000.0], 14683
len screenshots=(8.0, 12.0]; ratings=(1000.0, 10000.0], 13098
len screenshots=(12.0, 16.0]; ratings=(1000.0, 10000.0], 12496
len screenshots=(20.0, 24.0]; ratings=(1000.0, 10000.0], 11890
len screenshots=(-0.041, 4.0]; ratings=(50.0, 100.0], 11473
len screenshots=(8.0, 12.0]; ratings=(10.0, 50.0], 10631
len screenshots=(16.0, 20.0]; ratings=(100.0, 1000.0], 8524
len screenshots=(20.0, 24.0]; ratings=(10000.0, inf], 8413
len screenshots=(-0.041, 4.0]; ratings=(5.0, 10.0], 8348
len screenshots=(4.0, 8.0]; ratings=(5.0, 10.0], 7318
len screenshots=(12.0, 16.0]; ratings=(10.0, 50.0], 6862
len screenshots=(12.0, 16.0]; ratings=(10000.0, inf], 6615
len screenshots=(16.0, 20.0]; ratings=(1000.0, 10000.0], 6335
len screenshots=(8.0, 12.0]; ratings=(50.0, 100.0], 6266
len screenshots=(8.0, 12.0]; ratings=(10000.0, inf], 4978
len screenshots=(12.0, 16.0]; ratings=(50.0, 100.0], 4683
len screenshots=(20.0, 24.0]; ratings=(10.0, 50.0], 4550
len screenshots=(16.0, 20.0]; ratings=(10000.0, inf], 4130
len screenshots=(-0.041, 4.0]; ratings=(10000.0, inf], 4023
len screenshots=(20.0, 24.0]; ratings=(50.0, 100.0], 3514
len screenshots=(8.0, 12.0]; ratings=(5.0, 10.0], 3024
len screenshots=(16.0, 20.0]; ratings=(10.0, 50.0], 2968
len screenshots=(-0.041, 4.0]; ratings=(1.0, 5.0], 2157
len screenshots=(16.0, 20.0]; ratings=(50.0, 100.0], 2028
len screenshots=(4.0, 8.0]; ratings=(1.0, 5.0], 1580
len screenshots=(12.0, 16.0]; ratings=(5.0, 10.0], 1514
len screenshots=(28.0, 32.0]; ratings=(-0.001, 1.0], 1096
len screenshots=(20.0, 24.0]; ratings=(5.0, 10.0], 840
len screenshots=(8.0, 12.0]; ratings=(1.0, 5.0], 708
len screenshots=(24.0, 28.0]; ratings=(-0.001, 1.0], 592
len screenshots=(16.0, 20.0]; ratings=(5.0, 10.0], 563
len screenshots=(12.0, 16.0]; ratings=(1.0, 5.0], 289
len screenshots=(20.0, 24.0]; ratings=(1.0, 5.0], 139
len screenshots=(16.0, 20.0]; ratings=(1.0, 5.0], 125
len screenshots=(28.0, 32.0]; ratings=(10.0, 50.0], 67
len screenshots=(28.0, 32.0]; ratings=(100.0, 1000.0], 43
len screenshots=(24.0, 28.0]; ratings=(10.0, 50.0], 39
len screenshots=(24.0, 28.0]; ratings=(100.0, 1000.0], 33
len screenshots=(28.0, 32.0]; ratings=(50.0, 100.0], 25
len screenshots=(24.0, 28.0]; ratings=(10000.0, inf], 22
len screenshots=(24.0, 28.0]; ratings=(50.0, 100.0], 20
len screenshots=(24.0, 28.0]; ratings=(1000.0, 10000.0], 16
len screenshots=(28.0, 32.0]; ratings=(10000.0, inf], 16
len screenshots=(28.0, 32.0]; ratings=(1000.0, 10000.0], 15
len screenshots=(32.0, 36.0]; ratings=(-0.001, 1.0], 11
len screenshots=(36.0, 40.0]; ratings=(-0.001, 1.0], 9
len screenshots=(24.0, 28.0]; ratings=(5.0, 10.0], 4
len screenshots=(28.0, 32.0]; ratings=(5.0, 10.0], 2
len screenshots=(24.0, 28.0]; ratings=(1.0, 5.0], 1
len screenshots=(32.0, 36.0]; ratings=(10000.0, inf], 1
len screenshots=(36.0, 40.0]; ratings=(50.0, 100.0], 1
len screenshots=(36.0, 40.0]; ratings=(100.0, 1000.0], 1
free=1; reviews=(-0.001, 1.0], 2947661
free=1; reviews=(1.0, 5.0], 124162
free=1; reviews=(10.0, 50.0], 105894
free=0; reviews=(-0.001, 1.0], 89397
free=1; reviews=(5.0, 10.0], 69467
free=1; reviews=(100.0, 1000.0], 49640
free=1; reviews=(50.0, 100.0], 27807
free=1; reviews=(1000.0, 10000.0], 15339
free=0; reviews=(10.0, 50.0], 5390
free=0; reviews=(1.0, 5.0], 4777
free=1; reviews=(10000.0, inf], 3698
free=0; reviews=(5.0, 10.0], 3551
free=0; reviews=(100.0, 1000.0], 2268
free=0; reviews=(50.0, 100.0], 1458
free=0; reviews=(1000.0, 10000.0], 501
free=0; reviews=(10000.0, inf], 53
free=1; score=(-0.001, 1.0], 2916983
free=1; score=(4.0, 5.0], 244308
free=1; score=(3.0, 4.0], 132981
free=0; score=(-0.001, 1.0], 88787
free=1; score=(2.0, 3.0], 39504
free=0; score=(4.0, 5.0], 12537
free=1; score=(1.0, 2.0], 9892
free=0; score=(3.0, 4.0], 4838
free=0; score=(2.0, 3.0], 1014
free=0; score=(1.0, 2.0], 219
offersIAP=0; adSupported=0; containsAds=0, 1885209
offersIAP=0; adSupported=1; containsAds=1, 1335241
offersIAP=1; adSupported=1; containsAds=1, 163115
offersIAP=1; adSupported=0; containsAds=0, 67498
offersIAP=0; score=(-0.001, 1.0], 2879427
offersIAP=0; score=(4.0, 5.0], 191873
offersIAP=1; score=(-0.001, 1.0], 126343
offersIAP=0; score=(3.0, 4.0], 106135
offersIAP=1; score=(4.0, 5.0], 64972
offersIAP=0; score=(2.0, 3.0], 34017
offersIAP=1; score=(3.0, 4.0], 31684
offersIAP=0; score=(1.0, 2.0], 8998
offersIAP=1; score=(2.0, 3.0], 6501
offersIAP=1; score=(1.0, 2.0], 1113
offersIAP=0; minInstalls=100, 676785
offersIAP=0; minInstalls=10, 542942
offersIAP=0; minInstalls=1000, 503592
offersIAP=0; minInstalls=50, 286937
offersIAP=0; minInstalls=10000, 263529
offersIAP=0; minInstalls=500, 261859
offersIAP=0; minInstalls=5000, 160571
offersIAP=0; minInstalls=5, 144637
offersIAP=0; minInstalls=1, 135659
offersIAP=0; minInstalls=100000, 93962
offersIAP=0; minInstalls=50000, 69903
offersIAP=1; minInstalls=10000, 36317
offersIAP=1; minInstalls=1000, 35305
offersIAP=0; minInstalls=0, 29848
offersIAP=1; minInstalls=100000, 27968
offersIAP=1; minInstalls=100, 24259
offersIAP=0; minInstalls=1000000, 22491
offersIAP=0; minInstalls=500000, 20320
offersIAP=1; minInstalls=5000, 15848
offersIAP=1; minInstalls=1000000, 15620
offersIAP=1; minInstalls=10, 14525
offersIAP=1; minInstalls=50000, 14289
offersIAP=1; minInstalls=500, 12823
offersIAP=1; minInstalls=500000, 9469
offersIAP=1; minInstalls=50, 8351
offersIAP=1; minInstalls=10000000, 4661
offersIAP=1; minInstalls=5000000, 4015
offersIAP=0; minInstalls=5000000, 3772
offersIAP=1; minInstalls=5, 3062
offersIAP=0; minInstalls=10000000, 2952
offersIAP=1; minInstalls=1, 2521
offersIAP=1; minInstalls=50000000, 679
offersIAP=1; minInstalls=100000000, 460
offersIAP=1; minInstalls=0, 379
offersIAP=0; minInstalls=50000000, 337
offersIAP=0; minInstalls=100000000, 243
offersIAP=0; minInstalls=1000000000, 52
offersIAP=0; minInstalls=500000000, 43
offersIAP=1; minInstalls=500000000, 38
offersIAP=1; minInstalls=1000000000, 21
offersIAP=0; minInstalls=5000000000, 9
offersIAP=0; minInstalls=10000000000, 7
offersIAP=1; minInstalls=5000000000, 3
releasedYear=2021; offersIAP=0, 675849
releasedYear=2020; offersIAP=0, 657656
releasedYear=2022; offersIAP=0, 556590
releasedYear=2019; offersIAP=0, 484903
releasedYear=2018; offersIAP=0, 276350
releasedYear=2017; offersIAP=0, 199500
releasedYear=2016; offersIAP=0, 132024
releasedYear=2015; offersIAP=0, 93727
releasedYear=2014; offersIAP=0, 64588
releasedYear=2021; offersIAP=1, 41485
releasedYear=2020; offersIAP=1, 40067
releasedYear=2013; offersIAP=0, 38713
releasedYear=2019; offersIAP=1, 30722
releasedYear=2022; offersIAP=1, 30449
releasedYear=2012; offersIAP=0, 23448
releasedYear=2018; offersIAP=1, 22883
releasedYear=2017; offersIAP=1, 19329
releasedYear=2016; offersIAP=1, 13786
releasedYear=2011; offersIAP=0, 13022
releasedYear=2015; offersIAP=1, 11551
releasedYear=2014; offersIAP=1, 8101
releasedYear=2013; offersIAP=1, 6181
releasedYear=2010; offersIAP=0, 3984
releasedYear=2012; offersIAP=1, 3406
releasedYear=2011; offersIAP=1, 1901
releasedYear=2010; offersIAP=1, 743
releasedYear=2009; offersIAP=0, 96
releasedYear=2009; offersIAP=1, 9
containsAds=0; ratings=(-0.001, 1.0], 1777814
containsAds=1; ratings=(-0.001, 1.0], 1227050
containsAds=1; ratings=(100.0, 1000.0], 105693
containsAds=1; ratings=(1000.0, 10000.0], 66535
containsAds=0; ratings=(100.0, 1000.0], 53207
containsAds=0; ratings=(10.0, 50.0], 43104
containsAds=1; ratings=(10.0, 50.0], 34709
containsAds=1; ratings=(10000.0, inf], 31536
containsAds=0; ratings=(1000.0, 10000.0], 26973
containsAds=1; ratings=(50.0, 100.0], 26088
containsAds=0; ratings=(50.0, 100.0], 19662
containsAds=0; ratings=(5.0, 10.0], 15849
containsAds=0; ratings=(10000.0, inf], 12080
containsAds=1; ratings=(5.0, 10.0], 5764
containsAds=0; ratings=(1.0, 5.0], 4018
containsAds=1; ratings=(1.0, 5.0], 981
